"","worker","status","duration","condition","setup","seed","consistency","consistency.other","decision","extra.feedback","judge.bad","judge.bad.other","judge.good","judge.good.other","motives","motives.other","opt.balanced","opt.nobad","opt.nogood","opt.obvious","opt.stakes","out.bad","out.broken","out.expected","out.fair","out.good","out.happy","out.regret","out.sense","out.trick","out.unexpected","out.unfair","best.option","decision.case","popular.option","was.obvious","judge.bad.c.avatar","judge.bad.c.interesting","judge.bad.c.no.control","judge.bad.c.value.clash","judge.bad.c.power","judge.bad.c.progress","judge.bad.c.other","judge.good.c.interesting","judge.good.c.role","judge.good.c.avatar","judge.good.c.power","judge.good.c.progress","judge.good.c.other","motives.c.curious","motives.c.avatar","motives.c.interesting","motives.c.other","motives.c.power","motives.c.role","motives.c.speed"
"156","51","Approved",1315,"obvious_failure","threatened_innocents","8638","variable","{}",2,"{}","avatar","{}","interesting|role","{}","power","{}","2",NA,"1","4","3","3","3","2","3","3","3","3","2","1","4","3",2,"main","2",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"158","111","Approved",1008,"obvious_failure","monster_attack","28306","consistent","{}",3,"{}","avatar|no-control|value-clash|power|progress","{}","avatar|role|power|progress","{}","avatar|interesting","{}","5","5","1","1","1","5","5","1","1","1","1","5","1","1","5","5",3,"main","3",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"160","93","Approved",3670,"obvious_failure","monster_attack","28306","variable","{}",2,"{}","power","{}","interesting","{}","role","{}","3","2","2","4","4","1","2","3","5","5","5","1","4","1","3","1",3,"alt","3",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"161","167","Approved",787,"obvious_failure","monster_attack","28306","variable","{}",3,"Just that I think I made the right choice for what I had to work with.","avatar","{}","avatar","{}","power","{}","2","1","4","4","2","2","2","3","4","4","4","1","4","1","2","2",3,"main","3",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"162","41","Approved",395,"obvious_failure","monster_attack","28306","variable","{}",1,"{}","interesting","{}","role","{}","avatar","{}","2","2","2","4","3","2","2","5","4","4","4","1","5","1","2","2",3,"alt","3",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"163","67","Approved",449,"obvious_failure","monster_attack","28306","consistent","{}",3,"{}","avatar","{}","avatar|progress","{}","avatar|power","{}","2","2","2","4","1","4","4","2","4","2","4","2","3","1","4","4",3,"main","3",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"165","125","Approved",697,"obvious_failure","monster_attack","28306","variable","{}",3,"I wish there were more steps to the story! :D","avatar|no-control|value-clash|power|progress","{}","avatar|interesting|role|power|progress","{}","avatar|interesting|other","I was hoping to slay the ogre and find some magic armor. :D","4","5","1","2","4",NA,"1","4","5","4","4","2","5","1","1","1",3,"main","3",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"166","102","Approved",344,"obvious_failure","monster_attack","28306","consistent","{}",3,"Very cool study","avatar","{}","avatar","{}","power","{}","2","1","1","4","1","2","1","4","4","4","4","1","4","1","1","4",3,"main","3",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"167","12","Approved",815,"obvious_failure","monster_attack","28306","no-exp","{}",3,"Very confusing attention but check.  Thank you!","avatar|power","{}","avatar|power","{}","role|avatar|interesting|power","{}","2","4","2","4","2","4","2","3","3","2","3","2","5","1","2","4",3,"main","3",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"168","127","Approved",2330,"obvious_failure","monster_attack","28306","consistent","{}",3,"{}","progress","{}","progress","{}","power","{}","2","2","2","5","2","2","1","4","5","2","4","2","5","1","2","4",3,"main","3",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"169","128","Approved",419,"obvious_failure","monster_attack","28306","variable","{}",3,"{}","avatar|no-control","{}","avatar|interesting|role|power|progress","{}","avatar|power|other","I chose the option that gave me the biggest chance of success","2","2","4","4","2","5","1","4","4","2","4","1","4","1","2","1",3,"main","3",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
"170","29","Approved",360,"obvious_failure","monster_attack","28306","variable","{}",3,"Fun, wish I could see what happens next in the story!  Thanks.","interesting","{}","interesting","{}","power","{}","3","3","3","4","2","4","1","4","2","2","2","5","5","1","2","2",3,"main","3",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"171","115","Approved",2879,"obvious_failure","monster_attack","28306","variable","{}",3,"{}","avatar|progress","{}","avatar|progress|other","I feel an outcome is good if I don't completely fail, lose, and/or ""die.""","avatar|interesting|power","{}","2","2","2","4","2","3","1","5","4","3","4","1","5","1","1","2",3,"main","3",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"173","154","Approved",309,"obvious_failure","market","95923","variable","{}",1,"{}","avatar","{}","avatar","{}","avatar","{}","3","2","2","2","2","2","2","4","4","5","4","2","5","1","1","2",2,"alt","1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"175","175","Approved",669,"obvious_failure","market","95923","variable","{}",1,"{}","avatar","{}","avatar","{}","avatar","{}","2","4","1","5","3","1","1","4","5","5","5","1","5","1","1","1",2,"alt","1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"177","196","Approved",1027,"obvious_failure","market","95923","no-exp","{}",1,"none, although this was curiously engaging, thank you!","avatar|no-control|value-clash","{}","avatar|role","{}","avatar|power","{}","2","1","2","4","2","1","1","4","5","5","5","1","5","1","2","1",2,"alt","1",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"178","176","Approved",523,"obvious_failure","market","95923","consistent","{}",1,"Thanks and good luck.","avatar","{}","avatar|interesting|role","{}","role|avatar","{}","5","1","1","5","3","1","1","5","5","5","5","1","5","1","3","1",2,"alt","1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"179","107","Approved",569,"obvious_failure","market","95923","consistent","{}",1,"{}","no-control","{}","role","{}","power","{}","4","5","1","5","4","1","1","5","5","5","5","1","5","1","2","1",2,"alt","1",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"181","66","Approved",3465,"obvious_failure","market","95923","variable","{}",1,"{}","avatar|no-control|power|progress","{}","avatar|progress","{}","role|power","{}","1","1","1","5","3","1","1","4","5","5","5","1","5","1","2","1",2,"alt","1",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"182","70","Approved",290,"obvious_failure","market","95923","consistent","{}",1,"{}","avatar","{}","avatar","{}","role|avatar|power","{}","2","2","1","4","4","2","1","4","4","4","5","1","4","1","2","2",2,"alt","1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"183","94","Approved",503,"obvious_failure","market","95923","no-exp","{}",1,"{}","avatar|power|progress","{}","avatar|role|progress","{}","role|avatar|power","{}","1","1","1","5","3","1","1","4","5","5","5","1","5","1","1","1",2,"alt","1",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"184","150","Approved",1055,"obvious_failure","market","95923","variable","{}",1,"At the beginning you ask us to say backwards with an exclamation point, but I wasn't sure if we were supposed to put""backwards with an exclamation point"" or ""backwards!"". It might seem obvious, but alot of sequesters use funny tricks to make sure you're paying attention. Anyways, thanks! it was interesting.","avatar","{}","avatar","{}","avatar","{}","2","2","2","4","4","1","1","4","5","5","5","1","5","1","1","1",2,"alt","1",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"185","117","Approved",1411,"obvious_failure","market","95923","other","Since it's a game, my actions respond to what the rules are. I do what seems best within the scope of the rules and story to win the game.",1,"Next time make it a longer story.","avatar|no-control|value-clash|progress","{}","avatar|role|progress","{}","avatar|interesting|power","You only really had 2 options. I wouldn't want to give up the gold if I didn't have to. So just negotiation made the most sense.","1","1","1","5","2","1","1","5","5","5","5","1","5","1","1","1",2,"alt","1",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"186","8","Approved",293,"obvious_failure","market","95923","variable","{}",1,"{}","no-control","{}","role","{}","role","{}","3","2","2","4","4","1","1","5","5","5","5","1","5","1","1","1",2,"alt","1",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"187","31","Approved",687,"obvious_failure","market","95923","variable","{}",1,"By ""backwards"" I assume you mean the order, as in: I confirm that I am at least eighteen years of age...so you actually mean the order, right?","avatar|power","{}","role|power","{}","role|interesting","{}","1","1","5","3","3","1","2","3","4","4","5","2","4","1","2","1",2,"alt","1",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"188","147","Approved",598,"expected_failure","threatened_innocents","8015","variable","{}",2,"{}","avatar|progress","{}","avatar|progress","{}","role|power","{}","3","2","4","3","4","2","2","4","4","3","3","2","5","1","2","2",NA,"main","2",NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"189","87","Approved",2427,"expected_failure","threatened_innocents","8015","variable","{}",2,"This was a very interesting study. Since the character's skill-set would not help the person being attacked, I chose what I felt was the best option. For the age confirmation section, I copied everything exactly as it was presented. Normally, I would not capitalize ""age"" but did so since I was instructed to recopy the sentence. Thanks!","avatar|power|progress","{}","avatar|power|progress","{}","role|avatar|power","{}","2","4","2","5","5","1","1","5","5","5","5","1","5","1","1","1",NA,"main","2",NA,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"190","159","Approved",434,"expected_failure","threatened_innocents","8015","variable","{}",2,"{}","avatar","{}","progress","{}","power","{}","1","1","5","1","1","1","1","5","3","3","1","5","5","1","1","1",NA,"main","2",NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"191","163","Approved",1143,"expected_failure","threatened_innocents","8015","consistent","{}",2,"I feel like in this story I would have liked to helped the merchant if I had the necessary skills. However, lacking the skills for negotiation or beating the bandits meant that if I tried to intervene, my character would have been punished and the merchant robbed anyway, regardless of what I did to help him. So that is why I chose to just move on.","progress","{}","progress","{}","power","{}","2","2","4","4","3","2","2","4","4","4","3","2","4","1","2","2",NA,"main","2",NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"193","172","Approved",560,"expected_failure","threatened_innocents","8015","other","When I'm playing through an RPG game for the first time I'll usually play the character by imagining what I would do in the situation, then I'll adopt a different persona on subsequent play-throughs.",2,"Interesting. Cheers.","avatar|power|progress","{}","role|power|progress","{}","avatar|power","{}","1","1","2","5","4","1","1","5","5","5","5","1","5","1","1","1",NA,"main","2",NA,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"194","27","Approved",212,"expected_failure","threatened_innocents","8015","consistent","{}",3,"{}","progress","{}","avatar","{}","role","{}","4","5","2","2","1","5","1","4","5","2","1","3","4","1","1","2",NA,"main","2",NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"196","39","Approved",766,"expected_failure","threatened_innocents","8015","variable","{}",1,"thanks","avatar|interesting|no-control|value-clash|power|progress","{}","avatar|interesting|role|power|progress","{}","curious|role|avatar|interesting","{}","1","1","1","5","2","5","4","4","2","1","2","5","4","1","2","4",NA,"main","2",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"197","65","Approved",514,"expected_failure","threatened_innocents","8015","variable","{}",2,"{}","avatar","{}","avatar","{}","role","{}","3","3","1","5","3","1","1","5","5","5","5","1","5","1","1","1",NA,"main","2",NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"198","183","Approved",615,"expected_failure","threatened_innocents","8015","consistent","{}",2,"{}","avatar|no-control|progress","{}","avatar","{}","avatar|interesting|power|other","I chose what would likely keep me alive and if possible could I help the guy and get a god outcome for both of us. Have no real options that met both of those I chose the only one that was closest.","1","1","5","5","1","1","1","5","5","3","2","1","5","1","1","3",NA,"main","2",NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"200","46","Approved",2202,"expected_failure","threatened_innocents","8015","variable","{}",2,"{}","avatar","{}","avatar|other","I tend to also think an outcome is good when it matches my expectations or just when nothing negative happens OR when I just don't feel terribly bad about it. ( I seem to default to good)","other","I saw two options that were not doable so I selected the third option that was.","2","1","5","5","2","1","1","4","5","3","2","3","5","1","1","5",NA,"main","2",NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"201","72","Approved",6790,"expected_failure","threatened_innocents","8015","consistent","{}",2,"great survey, please post more in the future.","avatar|interesting|no-control|value-clash|power|progress","{}","role|power|progress","{}","power","{}","4","3",NA,"2","1","2","4","1","4","3","4","4","1","1","2","1",NA,"main","2",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"202","179","Approved",388,"expected_failure","threatened_innocents","8015","no-exp","{}",2,"{}","avatar","{}","progress","{}","power","{}","4","4","2","4","2","3","1","5","3","3","4","5","4","1","2","2",NA,"main","2",NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"203","103","Approved",830,"expected_failure","threatened_innocents","8015","no-exp","{}",2,"{}","avatar|power|progress","{}","avatar|role|power|progress","{}","power","{}","5","3","5","2","4","1","1","4","5","1","4","2","5","1","1","1",NA,"main","2",NA,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"204","106","Approved",507,"expected_failure","monster_attack","58403","consistent","{}",3,"Interesting.","avatar|interesting|power|progress","{}","avatar|interesting|role|power|progress","{}","role","{}","4","1","5","1","3","5","2","3","4","1","2","3","4","1","2","4",NA,"main","3",NA,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"205","43","Approved",861,"expected_failure","monster_attack","58403","variable","{}",3,"{}","avatar|interesting|no-control|value-clash|power|progress","{}","avatar|interesting|role|power|progress","{}","power","{}","4","3","4","2","4","4","2","4","4","1","2","4","4","1","2","3",NA,"main","3",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"206","177","Approved",1332,"expected_failure","monster_attack","58403","variable","{}",1,"Thank you, this was kind of fun","avatar|no-control|power","{}","avatar|role","{}","avatar|power","{}","3","1","5","1","1","4","3","1","2","2","1","4","3","1","3","4",NA,"main","3",NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"208","108","Approved",557,"expected_failure","monster_attack","58403","no-exp","{}",3,"{}","avatar|power|progress","{}","avatar|interesting|progress","{}","role|avatar","{}","4","4","4","2","2","4","2","4","4","2","2","3","4","1","1","2",NA,"main","3",NA,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"209","13","Approved",351,"expected_failure","monster_attack","58403","no-exp","{}",3,"{}","avatar","{}","avatar","{}","avatar","{}","5","5","5","1","1","5","5","1","3","1","5","3","3","1","5","3",NA,"main","3",NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"210","136","Approved",593,"expected_failure","monster_attack","58403","variable","{}",1,"interesting!","interesting","{}","avatar","{}","power","{}","4","3","2","1","5","2","2","4","4","2","3","2","4","1","2","2",NA,"main","3",NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"211","205","Approved",1068,"expected_failure","monster_attack","58403","variable","{}",3,"{}","avatar","{}","progress","{}","power","{}","4","4","4","2","2","4","2","4","4","2","3","2","4","1","2","2",NA,"main","3",NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"212","160","Approved",1124,"expected_failure","monster_attack","58403","variable","{}",3,"{}","avatar|progress","{}","avatar|progress","{}","avatar|power","{}","4","1","5","1","1","5","1","2","4","1","3","5","4","1","1","2",NA,"main","3",NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"216","5","Approved",438,"expected_failure","monster_attack","58403","variable","{}",2,"{}","avatar|no-control","{}","avatar","{}","avatar|power","{}","2","3","1","3","3","3","4","1","4","1","2","4","5","1","5","1",NA,"main","3",NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"217","114","Approved",264,"expected_failure","monster_attack","58403","consistent","{}",1,"{}","avatar|progress","{}","avatar|progress","{}","curious|role","{}","4","4","3","2","3","4","2","4","4","2","2","3","4","1","2","3",NA,"main","3",NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"218","146","Approved",592,"expected_failure","monster_attack","58403","consistent","{}",3,"Was there a better outcome with the other options?","avatar|no-control|progress","{}","avatar|role|power|progress","{}","role|avatar|interesting|power","{}","5","2","5","5","2","4","1","4","5","2","5","1","4","1","1","2",NA,"main","3",NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"219","158","Approved",320,"expected_failure","monster_attack","58403","variable","{}",3,"Neat questionnaire. Took my time and enjoyed it.","avatar|value-clash|power|progress","{}","avatar|interesting|role|power|progress","{}","role|avatar|power","{}","5","2","5","2","3","4","1","4","4","2","2","4","5","1","1","2",NA,"main","3",NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"220","47","Approved",529,"expected_failure","market","87991","variable","{}",3,"{}","avatar|power|progress","{}","avatar|progress","{}","avatar|interesting|power","{}","3","3","4","5","3","2","2","5","3","3","3","3","5","1","1","3",NA,"main","3",NA,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"221","165","Approved",532,"expected_failure","market","87991","variable","{}",3,"{}","avatar|no-control|value-clash|progress","{}","avatar|role|progress","{}","role|avatar|power","{}","2","2","1","4","4","1","1","4","5","5","5","1","5","1","2","1",NA,"main","3",NA,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"223","85","Approved",2285,"expected_failure","market","87991","variable","{}",3,"{}","avatar|progress","{}","avatar|progress","{}","avatar|power","{}","2","3","2","4","4","1","2","3","4","4","5","2","4","1","2","4",NA,"main","3",NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"226","76","Approved",1760,"expected_failure","market","87991","variable","{}",3,"{}","avatar|interesting|value-clash|power","{}","avatar|interesting","{}","avatar|power","{}","2","1","4","4","4","4","1","4","2","3","2","2","4","1","1","2",NA,"main","3",NA,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"227","69","Approved",610,"expected_failure","market","87991","variable","{}",2,"Great survey, I found myself genuinely engaged.","avatar|power|progress","{}","avatar|interesting|role|power","{}","curious|role|avatar|interesting","{}","2","2","5","2","4","2","2","4","4","2","3","4","4","1","2","2",NA,"main","3",NA,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"228","95","Approved",372,"expected_failure","market","87991","consistent","{}",1,"{}","avatar","{}","avatar","{}","avatar","{}","4","4","2","3","3","4","2","2","4","2","2","4","4","1","3","3",NA,"main","3",NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"230","188","Approved",286,"expected_failure","market","87991","variable","{}",1,"{}","interesting|no-control|power|progress","{}","avatar|interesting|power|progress","{}","avatar","{}","2","2","2","3","4","1","2","3","5","3","5","2","4","1","3","2",NA,"main","3",NA,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"233","30","Approved",439,"expected_failure","market","87991","variable","{}",3,"Thank you","avatar","{}","avatar","{}","avatar","{}","2","2","2","2","4","2","2","4","4","4","5","2","4","1","2","2",NA,"main","3",NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"235","14","Approved",262,"unexpected_success","threatened_innocents","47794","variable","{}",3,"This was actually interesting and fun, thank you.","avatar|interesting|no-control|value-clash|power|progress","{}","avatar|power|progress","{}","curious|role|avatar|power","{}","4","2","4","2","1","1","2","2","5","5","5","1","2","1","4","5",NA,"main","1",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
